total_distance_km,average_trip_speed_kmph,ambient_temperature_C,trip_duration_min,charging_cycles,fast_charging_ratio_%,average_battery_temperature_C,battery_health_%
25919.56,51.9,17.65,70.03,461,13.52,28.66,67.59
4176.44,48.39,41.26,57.32,67,10.58,44.13,88.35
17965.57,41.1,14.26,45.85,323,3.06,25.0,79.84
12413.55,40.58,32.04,30.86,213,15.17,34.85,80.86
22271.69,23.5,17.47,82.75,422,32.34,25.0,74.23
6203.24,46.23,31.21,39.58,93,46.33,39.53,81.94
27974.09,56.45,23.41,73.92,531,18.39,26.54,56.14
32005.45,23.73,13.56,12.53,597,35.09,25.0,45.0
7370.82,30.54,30.39,28.57,168,39.07,37.85,85.1
5068.21,56.09,33.91,37.65,135,25.61,39.6,86.88
6675.1,31.37,33.81,63.73,165,30.74,39.74,87.26
35207.97,46.16,32.3,35.55,611,12.6,40.38,45.0
21599.38,41.39,27.51,13.31,401,19.2,38.18,68.74
19223.18,43.85,28.18,23.91,332,12.84,35.06,77.1
5161.76,36.63,32.25,30.73,176,14.0,40.91,83.19
26332.68,32.0,34.16,24.08,494,4.99,40.78,61.77
34851.98,21.94,32.92,26.3,669,15.36,38.55,45.0
33299.25,49.77,30.54,71.52,616,51.68,39.2,45.0
25416.13,49.84,15.45,42.96,396,45.83,25.0,70.56
3935.87,46.83,17.37,42.41,52,34.21,25.0,94.02
5383.48,45.75,19.11,87.33,81,62.8,25.0,91.07
2923.05,29.75,42.19,45.74,50,10.99,43.92,88.77
11041.69,20.89,36.58,84.21,210,25.83,44.4,75.67
6290.8,52.35,29.35,33.93,127,22.87,39.45,87.67
11141.87,39.65,18.82,42.05,137,14.21,25.32,87.37
16017.26,32.27,13.88,41.7,285,13.56,25.0,81.8
37776.33,24.08,41.46,53.69,675,24.59,50.0,45.0
24804.67,22.51,41.24,56.74,486,13.13,49.17,59.64
33563.98,33.95,13.87,29.85,625,25.67,25.0,45.0
28703.71,52.19,37.9,73.49,517,59.64,44.09,48.88
5387.62,56.75,25.63,49.72,104,58.99,31.96,89.13
29700.9,55.87,21.34,10.56,498,50.27,25.0,63.74
11728.86,56.8,35.87,57.31,230,1.99,48.64,76.04
25925.21,56.31,31.5,73.84,461,15.64,40.74,62.86
14297.52,41.09,37.3,30.04,240,9.53,39.3,77.02
39909.22,28.78,12.6,13.03,758,45.57,25.0,45.0
11278.51,51.92,21.15,74.57,212,32.53,33.24,83.85
11886.09,28.55,21.18,88.1,199,27.25,27.01,85.28
37296.22,30.69,21.54,16.13,663,31.34,32.68,45.0
1961.13,29.33,27.59,85.04,50,24.74,43.92,91.18
28170.87,40.6,19.91,38.74,519,45.3,26.66,55.59
29287.73,32.87,25.55,85.32,533,5.49,29.4,56.61
33618.76,26.17,22.87,61.91,581,50.05,25.62,45.0
39003.13,38.13,35.74,81.22,683,12.34,45.82,45.0
39048.47,54.96,31.12,72.87,691,24.5,38.22,45.0
3545.79,42.82,32.88,12.24,60,30.77,36.98,90.32
33051.73,55.13,17.37,15.24,600,31.9,25.0,45.0
26206.09,27.83,21.39,52.06,472,4.81,28.76,67.79
26246.34,26.68,10.74,20.37,474,19.77,25.0,71.47
6005.65,43.02,13.79,46.88,156,4.71,25.66,90.52
26357.3,38.53,19.28,86.37,500,7.97,25.0,67.68
39316.82,46.41,12.29,33.58,745,15.61,25.0,45.0
36560.92,51.79,31.09,49.11,676,26.02,36.44,45.0
18126.1,50.05,44.93,40.74,331,36.37,49.37,65.17
2557.97,57.69,13.53,60.39,57,20.16,25.0,96.85
15129.45,35.93,38.74,25.51,281,4.73,44.64,74.6
33229.22,28.26,14.16,30.8,624,41.89,25.0,45.0
28358.46,42.04,33.45,78.7,491,27.12,37.21,63.55
18914.4,24.43,32.51,74.91,362,34.06,43.86,68.77
3148.96,31.55,41.6,73.14,61,21.01,48.01,85.69
17648.89,28.32,13.99,71.67,276,44.15,25.0,77.5
19291.97,35.86,21.04,46.75,353,9.12,30.45,74.68
37213.67,24.45,13.18,68.31,644,43.07,25.0,45.0
26002.36,21.27,24.26,40.98,459,37.97,31.49,67.42
13154.46,46.27,41.91,18.06,235,14.66,50.0,73.5
21487.41,44.41,37.35,41.47,353,17.71,42.57,68.98
3576.16,48.33,35.3,22.69,64,55.34,36.99,87.98
38930.16,46.42,28.66,41.27,710,28.02,36.99,45.0
15042.34,24.57,40.92,33.79,292,43.54,47.97,71.23
19636.83,31.64,25.73,57.93,346,28.83,35.08,72.82
14856.07,25.18,15.24,38.92,277,59.4,25.0,78.63
27617.96,53.72,39.32,66.45,500,66.05,45.37,56.09
26827.05,49.88,19.79,50.97,477,59.9,26.52,64.53
28897.57,28.06,11.88,83.56,484,49.95,25.0,67.0
11457.59,33.65,14.41,17.28,206,20.45,25.0,87.94
13311.07,58.66,31.32,65.02,261,17.3,39.96,76.91
5884.8,43.77,31.25,63.79,84,9.87,36.98,89.77
26564.89,52.05,19.11,86.05,478,9.05,25.0,68.09
2552.09,30.58,35.45,39.72,50,7.48,40.61,90.05
24309.61,28.4,37.08,34.44,470,20.28,42.43,64.5
34918.14,51.36,42.22,23.79,636,30.68,50.0,45.0
35742.45,47.43,30.47,31.22,657,17.92,37.69,45.0
18512.47,47.24,37.28,50.15,336,15.82,48.34,67.32
18912.84,42.11,36.36,77.02,332,7.32,41.47,71.16
4001.8,42.54,19.02,32.74,50,9.01,27.27,95.52
27159.84,49.43,20.86,22.62,487,67.8,26.05,65.81
33029.12,30.8,26.75,31.77,610,17.85,32.0,45.0
10541.55,34.11,10.67,18.07,195,11.11,25.0,85.6
17430.73,54.87,20.41,84.14,354,20.0,25.52,78.55
33714.73,32.35,26.59,79.81,637,10.83,35.06,45.0
35207.7,41.85,13.78,34.68,671,26.07,25.0,45.0
10484.02,48.11,14.42,29.76,140,23.9,25.0,90.54
22472.25,60.0,26.21,82.43,448,37.95,28.94,71.07
8507.23,37.41,35.58,10.14,161,13.99,44.88,82.26
4973.27,37.12,39.18,58.05,101,33.21,47.85,83.61
36533.7,53.7,29.12,83.28,687,16.77,40.85,45.0
32999.79,52.22,26.62,50.68,601,69.01,32.12,45.0
30641.36,49.24,23.45,10.24,530,73.17,30.91,45.0
2901.89,38.53,16.75,27.51,89,29.41,25.0,92.13
33905.42,32.96,15.13,83.8,597,24.35,25.42,45.0
18083.72,44.35,37.72,11.36,304,21.27,47.35,68.91
14353.41,55.05,26.28,41.58,255,6.78,32.85,79.99
22312.58,55.35,37.66,73.18,396,47.07,45.07,63.05
4562.78,24.34,34.64,77.05,83,35.19,41.2,86.21
30509.22,37.13,16.79,48.21,552,71.03,25.0,45.64
23714.97,38.59,27.86,28.6,465,10.64,33.66,70.13
8277.01,59.1,25.54,57.98,162,15.1,29.53,87.27
8341.06,47.12,24.84,31.1,130,44.95,28.52,87.12
8185.7,36.29,28.99,30.42,131,31.17,38.46,82.68
3223.09,21.04,44.37,74.61,50,46.26,48.0,85.01
23924.14,42.62,38.45,22.34,425,6.09,45.28,65.49
33773.58,23.84,41.63,10.44,601,39.45,47.75,45.0
1682.43,53.38,11.04,36.94,50,20.53,25.0,96.2
2911.18,50.1,14.91,49.28,60,13.22,25.0,95.35
23338.04,38.42,12.97,66.41,413,57.42,25.24,69.36
32960.33,37.17,19.21,72.49,575,33.47,25.0,45.0
13742.82,55.89,25.47,63.08,262,30.83,37.56,78.79
14634.96,31.54,32.47,60.12,287,41.31,38.03,76.6
24257.51,29.96,27.53,63.26,435,8.22,42.31,65.79
11694.3,57.57,41.61,31.72,257,20.96,47.65,75.67
2037.73,52.37,42.89,40.59,92,11.39,49.69,85.86
29673.91,52.83,15.72,59.31,552,10.36,25.0,55.16
25400.35,27.81,39.85,15.25,450,26.5,50.0,61.7
23649.48,25.73,26.86,33.63,437,37.52,32.59,68.74
29925.68,21.04,25.87,42.51,513,21.05,30.8,53.49
27334.0,29.48,37.47,52.68,475,88.35,47.4,55.37
9029.4,50.97,13.26,48.92,122,34.88,27.27,86.92
14746.76,29.6,40.89,67.45,252,47.79,50.0,74.17
5918.3,49.16,33.48,47.87,77,10.12,36.48,87.15
6064.42,30.08,40.63,82.33,126,8.22,46.2,84.0
27371.63,35.81,44.81,40.43,479,39.82,45.91,59.73
34485.4,59.33,28.13,52.03,634,13.88,37.41,45.0
38546.57,29.79,13.26,10.26,720,29.79,25.0,45.0
25505.54,35.05,15.83,34.84,493,49.52,25.0,65.9
8179.95,32.04,21.33,79.33,140,20.08,30.22,86.36
5120.36,24.38,13.62,36.69,101,23.55,25.0,93.67
32701.19,39.6,38.54,30.25,603,22.05,42.88,45.0
23571.5,35.15,20.39,53.48,460,37.86,26.78,67.62
25113.12,47.8,44.16,16.3,476,11.17,45.22,60.58
31477.02,52.7,34.59,52.53,605,16.83,42.49,45.0
28427.81,41.77,16.07,34.29,475,6.04,25.0,67.25
33543.87,21.29,26.66,40.65,593,34.69,29.62,45.0
3192.34,44.76,26.34,73.31,84,36.43,28.09,94.68
30153.3,22.22,27.24,62.96,563,46.83,34.84,45.31
34183.26,44.65,28.75,45.69,618,19.0,34.16,45.0
12159.27,47.4,11.09,56.2,209,55.37,25.0,81.78
25977.44,27.91,34.02,71.35,492,39.62,37.38,65.19
13252.32,52.77,27.05,69.66,191,34.36,36.18,81.07
38360.87,56.44,37.68,24.83,717,15.98,44.93,45.0
2303.52,52.52,38.54,34.07,50,14.7,43.69,87.97
23611.92,32.2,18.07,37.86,417,40.79,25.04,70.94
7493.64,43.47,11.69,25.0,149,38.22,25.0,87.71
28776.59,56.59,34.61,10.97,514,15.36,38.23,52.93
7859.72,32.83,44.22,23.92,144,56.96,47.54,81.79
10179.95,52.8,25.63,74.66,184,17.83,38.83,83.86
20280.46,20.38,19.09,53.67,387,26.2,32.11,69.81
36678.56,20.15,15.48,37.33,671,9.29,25.0,45.0
9256.86,50.39,20.06,58.67,121,44.02,26.51,86.61
6625.36,50.46,21.48,69.19,86,11.48,33.86,87.73
30600.1,51.56,24.84,38.35,529,31.96,32.19,45.27
20524.16,57.2,32.94,47.29,385,52.6,44.22,63.95
36559.62,24.72,19.56,15.14,679,15.08,33.13,45.0
6717.97,29.28,11.78,57.77,164,42.13,25.0,89.68
26191.19,56.15,23.06,38.51,451,29.25,31.37,65.53
10082.29,27.09,39.95,44.68,216,12.73,50.0,80.23
7113.66,47.29,27.44,43.81,81,38.4,33.79,89.5
27653.75,41.22,43.77,60.59,503,35.87,50.0,48.01
24153.7,23.33,27.63,55.8,445,5.1,35.06,71.85
30438.27,31.41,19.66,43.77,559,19.33,33.96,45.0
13069.04,40.81,16.77,11.36,230,7.7,25.0,82.95
18470.89,54.09,34.31,59.68,339,5.92,43.88,69.48
16813.4,48.3,28.77,80.37,275,46.9,35.3,75.22
39379.49,44.88,31.14,71.56,738,12.37,34.33,45.0
12397.71,39.84,36.43,88.53,232,19.58,47.0,75.73
12497.87,31.95,35.41,21.13,236,8.8,46.37,75.59
14827.38,24.77,11.52,27.8,263,38.78,25.0,83.76
23019.17,36.36,38.09,53.14,410,10.08,41.42,66.3
10840.59,21.14,28.64,28.87,210,35.4,36.86,80.05
36696.31,28.44,23.71,12.76,707,42.35,30.05,45.0
11361.74,37.3,28.81,42.18,172,9.29,38.4,80.33
35936.81,36.74,31.44,33.01,617,35.02,32.23,45.0
5035.53,21.77,15.23,31.1,98,10.33,28.32,91.18
26605.95,43.56,24.61,86.25,475,41.4,29.99,67.35
36372.44,41.99,21.75,29.08,664,35.32,28.9,45.0
7581.23,23.12,22.26,20.35,137,39.99,30.17,85.94
38764.75,57.73,13.2,20.03,720,27.77,25.29,45.0
18662.45,23.98,15.59,74.51,332,22.84,25.0,78.14
37882.89,54.19,15.66,67.19,659,26.21,25.0,45.0
27395.98,20.01,23.06,20.36,478,12.02,26.28,67.34
12761.89,55.29,41.31,27.58,228,36.13,50.0,73.56
8343.8,20.79,17.21,69.79,120,41.2,25.0,89.32
12845.67,50.31,24.57,31.97,233,26.54,32.96,81.36
4627.68,34.47,20.91,88.52,86,23.64,26.74,92.66
6610.85,49.53,37.56,53.25,111,25.08,50.0,83.06
5081.76,36.07,11.75,25.36,98,24.98,25.0,96.12
17494.8,22.84,16.88,78.7,278,13.26,25.65,78.65
32027.56,50.7,17.37,35.56,558,30.87,25.0,45.67
6513.96,22.85,44.75,33.1,90,9.15,50.0,81.85
6082.5,56.88,29.98,36.2,133,31.43,32.32,86.4
26093.73,22.04,14.86,71.46,532,14.51,27.35,58.24
8690.14,39.17,19.53,23.86,136,21.4,25.0,88.03
4806.79,48.92,15.87,40.54,82,73.05,25.0,91.72
7507.09,35.73,14.36,12.47,119,23.33,25.0,93.94
37025.52,28.69,37.9,76.13,679,26.29,40.88,45.0
33037.38,50.36,27.35,37.26,585,9.96,31.84,45.0
14808.52,51.37,32.09,29.85,276,52.69,39.82,71.77
26577.01,56.91,21.59,56.39,500,9.1,26.88,67.01
21953.75,35.05,29.38,66.4,369,42.44,39.21,68.62
27407.85,40.25,19.01,75.03,505,40.26,29.78,57.01
27624.17,34.53,20.78,37.82,457,60.85,29.66,63.21
25520.63,30.28,32.83,74.98,458,41.38,35.92,65.24
11377.95,50.04,15.26,47.19,199,36.68,25.0,83.76
2521.25,33.59,31.6,18.09,50,20.19,35.4,92.42
18767.1,37.13,39.83,77.7,333,9.07,46.01,70.81
35747.98,36.15,14.21,53.81,638,7.17,25.0,45.0
23210.39,48.51,41.41,58.2,415,26.87,49.62,64.61
33463.25,56.71,12.78,85.0,614,22.29,25.36,45.0
39673.35,46.67,22.21,54.73,728,2.95,34.8,45.0
7381.03,38.86,31.37,10.45,137,35.21,39.98,81.44
27979.33,51.17,29.58,79.65,494,9.5,38.59,60.53
27297.45,45.64,13.37,32.78,523,36.6,25.0,55.4
39218.26,22.42,37.96,50.14,751,16.77,47.94,45.0
39438.43,23.83,44.06,26.39,685,7.61,50.0,45.0
27780.47,21.52,16.34,33.76,509,12.67,25.0,59.86
10500.98,38.27,41.33,64.93,179,29.8,48.95,77.41
32143.68,53.03,29.49,44.37,608,39.55,41.24,45.0
5174.14,32.52,42.76,60.17,94,7.03,50.0,83.37
31447.27,35.37,16.16,75.89,573,4.09,25.0,47.04
36497.65,56.38,37.72,37.27,676,54.28,46.52,45.0
15930.5,53.48,12.09,55.47,282,9.17,25.0,80.79
25594.78,46.6,40.91,72.21,507,29.15,48.78,50.3
17775.57,30.67,33.6,67.21,336,20.51,42.66,71.52
18072.84,24.68,22.96,53.19,352,38.48,25.0,74.81
13104.46,20.64,16.67,40.67,233,14.66,25.0,83.63
30723.06,24.28,38.58,42.6,556,36.28,47.49,45.0
37510.89,31.7,31.11,44.65,702,9.2,38.88,45.0
37689.28,42.07,22.61,37.91,703,12.78,30.25,45.0
7816.47,22.56,25.53,65.93,111,17.4,32.91,86.19
35115.0,25.45,38.93,20.03,642,26.01,49.44,45.0
29759.83,27.24,21.86,87.4,553,12.25,31.74,55.09
10860.66,45.28,13.14,72.32,194,20.49,25.0,87.78
3624.1,44.63,41.89,33.85,75,23.23,50.0,85.64
11451.89,42.03,23.56,13.4,206,47.46,30.57,82.85
36576.12,30.02,22.19,66.9,609,18.77,25.0,45.0
25693.97,34.84,17.15,68.75,434,21.48,25.62,71.48
29121.13,23.87,41.41,87.09,554,10.39,44.13,48.81
11028.94,29.06,17.61,30.3,194,10.69,26.55,87.57
29056.14,55.91,32.28,16.62,533,14.6,37.3,54.85
2096.74,59.19,40.83,83.21,50,8.09,41.05,88.1
15637.53,45.91,11.22,30.69,264,43.83,25.0,79.84
25443.38,56.67,39.01,67.72,451,38.21,50.0,58.75
6697.77,45.71,24.37,14.85,130,44.38,29.81,87.73
33097.14,21.33,33.03,70.85,613,47.49,41.27,45.0
10166.22,59.87,23.03,20.16,240,23.99,30.8,86.24
26438.96,23.96,34.34,65.65,469,40.73,34.82,61.94
16802.69,47.31,18.9,52.59,347,78.17,26.58,72.77
24245.7,30.11,10.77,86.44,419,29.72,25.0,72.53
5190.57,35.68,43.17,12.95,107,19.42,48.85,83.86
1659.6,45.84,10.57,33.36,50,53.18,25.0,93.95
36473.01,37.46,38.84,15.56,660,27.92,44.84,45.0
11515.57,30.02,15.92,80.34,209,30.1,25.0,85.01
32967.4,33.38,23.73,57.51,584,21.52,26.61,45.0
39974.66,33.66,38.79,52.8,749,23.1,40.92,45.0
9245.82,58.37,17.21,20.52,147,3.25,26.29,90.7
11341.66,51.94,40.3,49.12,214,19.68,44.64,79.93
26851.53,38.34,27.42,41.9,507,39.39,37.27,55.5
38652.5,27.99,22.82,35.26,737,21.75,30.36,45.0
36716.76,52.44,33.19,71.78,692,12.61,38.22,45.0
20612.15,26.29,21.95,14.9,389,11.32,25.51,73.96
32009.3,28.42,22.16,61.73,566,40.29,25.0,45.0
6294.09,34.64,35.67,75.84,95,22.0,40.76,89.27
39120.09,55.21,20.84,82.58,683,20.43,28.0,45.0
38609.78,25.27,17.03,69.67,671,66.7,25.0,45.0
7385.43,24.89,38.27,32.6,134,28.97,40.43,84.83
12677.5,39.76,38.19,58.04,212,33.23,43.17,76.86
4906.04,31.06,27.42,21.31,119,25.63,38.47,87.92
11596.99,42.75,28.43,19.36,196,24.77,42.16,79.92
32822.28,38.07,34.36,61.09,599,11.54,43.43,45.0
15754.31,37.4,27.82,78.09,280,29.2,34.86,76.91
4447.48,24.48,24.6,15.38,50,30.46,26.92,92.59
14346.8,25.64,44.82,18.48,288,21.53,50.0,72.56
39273.95,52.84,15.17,55.25,731,53.56,25.0,45.0
25557.66,55.44,30.75,27.46,485,60.35,42.59,60.61
17230.28,29.39,41.01,58.95,328,13.79,46.86,68.25
7495.0,24.54,34.05,27.16,117,54.11,43.76,81.64
39460.9,22.14,40.83,19.32,699,29.29,46.94,45.0
33013.11,44.33,21.77,53.65,612,44.22,32.46,45.0
11977.61,48.61,19.52,78.98,256,20.37,26.28,82.28
3732.68,34.91,39.79,64.81,78,3.67,48.13,84.96
3208.4,47.19,23.79,75.5,83,23.18,30.66,92.77
5694.75,48.52,34.84,31.31,90,43.43,43.84,83.27
23649.97,57.41,15.17,80.88,457,15.33,25.0,72.72
37221.77,22.59,36.45,40.16,666,28.29,46.56,45.0
20372.99,27.69,29.21,78.2,376,11.24,30.39,73.76
33874.87,22.74,19.4,47.69,607,21.32,28.03,45.0
18389.58,54.72,27.31,31.43,357,25.98,31.0,75.04
28634.76,51.7,34.39,30.82,543,19.62,43.54,50.01
29543.04,42.99,10.42,55.41,500,24.78,25.0,66.38
7784.58,23.35,32.31,16.32,175,33.47,35.08,86.9
15087.43,30.93,28.96,84.4,334,72.57,32.7,76.49
25854.78,31.91,17.71,31.72,461,30.49,25.0,70.03
3757.17,42.43,36.35,36.85,65,9.0,47.79,83.37
15100.07,30.32,20.62,28.66,306,19.18,25.0,79.56
21857.18,22.92,19.69,10.24,399,36.41,25.0,73.12
39852.76,49.23,26.49,65.4,724,29.43,27.84,45.0
19506.81,31.96,33.67,57.24,402,17.38,42.05,69.15
32826.21,38.09,42.51,74.77,563,30.64,50.0,45.0
17850.62,25.11,14.95,13.28,305,20.97,25.0,78.86
32059.24,52.1,23.88,84.29,593,32.71,35.21,45.0
24221.18,42.62,12.34,36.47,400,26.75,25.0,70.11
35577.22,56.06,36.55,83.05,638,44.37,40.35,45.0
17026.76,39.82,25.67,18.57,300,46.15,27.59,78.98
24567.87,57.66,34.74,69.51,471,10.23,47.29,62.06
25570.73,55.67,21.28,56.35,482,17.94,29.76,68.71
17277.93,43.06,39.55,38.66,272,41.41,46.93,70.99
6628.17,57.36,28.72,16.33,103,2.69,39.37,88.02
4648.82,32.92,43.03,58.38,67,21.63,50.0,85.91
1650.19,34.63,12.76,12.12,50,10.31,25.0,95.89
35067.84,21.82,28.0,50.1,610,22.05,28.17,45.0
10222.52,43.57,36.83,58.34,197,29.93,48.72,73.4
9248.76,48.88,31.01,68.6,151,13.64,41.76,82.14
29705.38,50.94,10.81,89.31,555,34.52,25.0,58.65
13480.63,25.99,44.03,30.81,245,31.47,50.0,72.94
20735.74,37.77,20.44,35.79,353,34.9,30.37,74.68
7337.93,27.07,18.72,37.29,168,11.44,25.0,90.44
38430.08,46.49,27.0,68.53,734,30.91,31.89,45.0
34211.67,26.32,28.98,84.55,629,30.09,34.49,45.0
34687.8,56.17,36.82,87.95,625,18.59,44.41,45.0
16864.18,29.23,23.76,85.66,280,42.03,34.16,74.35
30732.09,31.66,25.4,80.35,586,24.88,29.03,46.12
6611.17,54.04,28.72,89.28,141,13.7,34.54,89.21
1336.14,38.34,23.8,40.08,50,32.65,25.0,95.31
1778.94,20.96,42.01,85.87,50,9.44,50.0,86.67
23877.47,39.78,39.79,70.88,446,7.76,46.5,65.25
18760.4,23.38,25.92,23.48,312,13.87,37.14,71.45
21202.6,59.41,10.01,13.64,370,61.17,25.0,74.57
1291.06,43.52,41.53,27.16,50,2.11,50.0,87.8
17484.78,30.26,14.35,72.3,293,36.33,25.0,78.96
29004.66,42.55,18.56,60.54,509,30.82,25.0,58.08
18265.05,23.07,15.33,27.95,355,10.05,25.0,80.51
29556.55,52.0,16.29,69.35,494,24.8,25.0,65.99
10087.74,57.01,38.1,21.31,194,20.12,46.14,76.79
32712.54,54.98,30.28,75.75,601,31.7,42.14,45.0
23948.82,33.67,43.46,73.53,460,31.82,50.0,60.01
9219.76,33.03,18.1,87.81,174,21.69,25.51,87.47
10232.1,21.4,27.0,22.02,177,23.38,38.01,83.96
25493.19,46.06,44.21,82.53,443,10.26,50.0,61.45
33367.64,41.4,38.93,37.29,631,31.16,49.46,45.0
17209.48,38.37,35.5,43.28,325,9.12,37.92,69.14
11073.72,56.31,16.61,47.48,189,36.65,25.51,85.27
34813.45,26.72,36.93,60.15,656,73.3,45.48,45.0
27101.46,20.39,22.16,89.58,482,18.72,26.99,69.61
18475.33,22.93,28.57,58.0,336,21.4,33.1,76.47
20028.11,28.93,31.32,84.14,349,15.99,34.2,74.59
8966.0,21.33,31.33,30.4,176,46.69,36.3,82.04
25445.3,40.11,35.43,41.87,438,32.72,46.55,59.94
14990.96,32.56,33.16,50.36,265,49.14,40.7,73.52
39830.16,27.22,12.39,35.83,708,31.74,25.0,45.0
19727.16,50.0,26.01,88.15,365,29.56,29.67,74.09
19949.54,28.18,33.24,68.05,372,27.41,43.06,68.58
23068.22,47.5,20.36,48.31,392,39.11,30.5,70.2
36753.48,33.97,20.96,70.1,678,10.41,30.15,45.0
32231.91,40.47,14.36,47.4,549,25.57,25.0,48.03
18594.07,57.35,24.65,11.38,393,2.12,31.94,74.56
29029.27,21.49,44.54,53.46,515,9.82,50.0,48.38
23863.18,40.01,19.99,60.01,460,46.55,27.52,68.87
20202.31,54.18,28.6,88.5,372,57.21,29.45,73.03
8500.32,43.52,36.01,13.26,161,12.44,44.23,84.83
19093.51,31.07,10.47,50.97,318,24.6,25.0,76.96
10586.92,35.91,41.52,17.85,214,11.94,50.0,75.56
36678.84,47.21,23.53,21.92,668,41.77,27.04,45.0
14080.87,55.63,40.42,58.84,268,11.96,50.0,71.73
38138.3,21.64,11.36,28.53,691,12.41,25.0,45.0
21789.16,22.86,15.1,69.93,399,64.47,25.0,73.77
25630.23,33.0,21.29,51.14,444,41.51,28.62,66.27
22174.68,29.31,22.09,27.46,399,6.15,28.75,72.57
6045.84,30.6,39.67,49.5,99,7.48,40.09,87.21
15657.03,28.85,10.39,10.07,267,33.35,25.0,81.71
4866.7,27.83,32.44,79.02,92,22.67,37.97,86.89
25295.21,25.22,14.6,11.01,469,19.59,25.0,72.09
18428.09,57.36,38.81,10.56,341,24.6,43.48,71.14
31341.41,25.77,37.25,58.92,567,4.69,44.1,45.0
9598.35,28.18,27.5,87.88,185,25.47,31.01,84.32
7418.08,29.85,17.44,78.47,141,65.61,25.0,85.0
16846.96,57.32,32.21,30.16,309,3.81,38.81,73.98
37136.83,50.23,15.47,25.73,679,27.23,25.0,45.0
28706.45,51.59,16.65,60.09,552,63.86,25.0,55.98
17338.02,24.19,31.93,75.81,285,29.99,38.43,75.73
21173.61,53.45,44.69,38.97,377,30.17,50.0,65.35
4284.31,36.33,41.19,44.59,86,56.22,43.88,83.52
39398.46,30.51,30.76,19.24,677,37.55,38.11,45.0
26989.88,43.03,28.85,22.23,525,14.78,39.41,53.09
12130.76,52.89,44.94,55.47,227,32.9,49.37,76.62
23846.53,51.15,29.16,18.21,457,35.99,37.74,65.32
5269.81,55.6,24.7,26.16,124,21.46,28.74,89.46
38667.63,57.13,41.83,28.77,713,19.74,48.63,45.0
7816.61,29.52,18.2,45.51,86,7.92,25.0,91.64
26273.18,36.95,13.41,13.65,481,19.36,25.0,65.84
10572.72,20.59,32.19,49.98,198,19.7,38.18,81.62
28984.89,55.17,13.35,84.29,500,40.64,25.0,64.5
31296.03,26.18,23.06,11.96,524,40.55,30.34,45.0
27263.37,54.46,24.83,60.48,507,22.74,29.23,53.83
24965.48,33.18,29.16,76.87,423,14.76,33.66,67.65
35806.29,34.73,44.71,35.0,703,8.92,50.0,45.0
4066.44,21.57,17.73,20.52,81,14.14,25.0,92.88
13905.68,33.08,23.15,13.47,287,29.71,30.69,77.57
10683.21,55.53,14.63,61.51,195,26.56,25.0,88.92
39532.54,21.02,31.27,54.18,738,38.73,36.24,45.0
16186.2,36.25,35.47,28.34,296,23.67,35.35,75.61
29571.9,21.26,26.87,76.53,563,28.71,34.38,51.18
27704.28,34.84,18.6,68.84,453,5.18,25.0,69.07
9271.17,26.91,31.73,32.11,191,21.34,36.82,82.33
10320.91,30.09,28.87,70.27,204,16.16,39.19,81.63
11970.1,55.1,15.99,29.6,214,14.41,25.0,84.34
17033.96,37.44,24.2,64.02,299,27.22,33.45,74.05
10138.68,30.95,25.23,19.48,177,60.7,32.83,83.71
1766.41,43.57,44.39,65.38,50,41.83,50.0,83.96
35296.33,25.68,39.73,29.1,672,20.53,50.0,45.0
38658.78,30.38,35.7,55.8,690,27.83,40.55,45.0
14321.25,41.85,41.11,23.8,218,37.2,50.0,74.14
14201.77,29.5,35.74,68.08,320,17.74,49.66,70.55
1276.58,47.17,41.62,14.87,50,43.5,50.0,84.96
27529.78,39.66,11.91,23.23,491,20.34,25.0,68.6
33192.16,50.88,25.96,24.73,633,51.97,28.01,45.0
6717.72,57.93,36.14,13.31,145,35.94,36.95,85.54
7226.99,24.63,30.42,69.6,144,33.02,32.61,86.73
31813.25,33.39,16.13,88.48,566,26.22,30.19,45.0
25035.34,32.78,21.92,72.27,472,38.86,28.77,67.14
2749.56,26.05,21.12,78.85,77,20.27,28.65,93.76
25279.33,52.41,19.15,10.48,417,10.84,25.0,73.01
13047.79,50.4,22.01,19.43,243,23.08,30.44,82.47
15380.28,39.38,28.02,54.72,287,49.5,34.56,76.42
31019.53,41.51,39.92,88.23,571,7.24,43.32,45.0
32626.47,22.38,35.97,62.86,594,32.83,37.36,45.0
16613.91,42.22,39.23,39.93,332,25.58,39.63,71.74
37938.96,51.65,40.93,21.69,685,15.64,46.21,45.0
16852.05,42.95,24.57,22.23,306,28.64,30.11,76.62
31101.61,30.61,22.11,39.02,573,12.57,30.71,45.0
19871.21,46.7,12.02,67.1,357,24.17,25.0,75.1
36003.76,34.46,42.57,12.55,620,34.04,46.5,45.0
36402.69,41.79,12.3,78.17,667,7.56,25.0,45.0
4409.26,39.5,35.94,85.32,86,35.52,48.35,80.96
37523.24,35.25,23.23,81.11,673,8.05,34.35,45.0
33195.86,48.76,43.21,83.04,600,44.94,44.5,45.0
31861.12,55.36,24.69,11.23,500,15.48,36.47,51.71
8835.54,20.21,38.58,88.22,191,12.23,43.01,79.69
32399.65,57.34,19.89,39.31,612,26.68,25.55,46.16
34155.18,40.46,20.47,79.54,588,6.47,29.14,45.0
12276.86,48.03,30.84,24.94,206,44.89,35.97,81.53
